station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal,,,
40900,Howard,1/1/2001,"6,233.90","3,814.50","2,408.60","164,447",,Row Labels,Sum of monthtotal
41190,Jarvis,1/1/2001,"1,489.10","1,054",718,"40,567",,1/1/2001,12286897
40100,Morse,1/1/2001,"4,412.50","3,064.50","2,087.80","119,772",,2/1/2001,11415793
41300,Loyola,1/1/2001,"4,664.50","3,156","1,952.80","125,008",,3/1/2001,12914296
40760,Granville,1/1/2001,"3,109.80","2,126","1,453.80","84,189",,4/1/2001,12287737
40880,Thorndale,1/1/2001,"2,977.70","1,840.30","1,262.60","79,184",,5/1/2001,13148263
41380,Bryn Mawr,1/1/2001,"4,425.40","2,708.30","1,881.20","117,597",,6/1/2001,13016951
40340,Berwyn,1/1/2001,"3,329.60","2,050.80","1,445.60","88,683",,7/1/2001,13382993
41200,Argyle,1/1/2001,"2,745.50","1,874.50","1,268.20","74,240",,8/1/2001,13374592
40770,Lawrence,1/1/2001,"2,689.60","1,869","1,227.80","72,786",,9/1/2001,12314751
40540,Wilson,1/1/2001,"4,968.10","3,069","1,903.80","131,094",,10/1/2001,13916090
40080,Sheridan,1/1/2001,"4,455.90","2,625.80","1,685.20","116,958",,11/1/2001,12476056
41420,Addison-North Main,1/1/2001,"4,805.50","2,893.50","1,900.20","126,797",,12/1/2001,11205083
41320,Belmont-North Main,1/1/2001,"9,075.50","6,860.50","4,241.40","248,310",,1/1/2002,12309991
41220,Fullerton,1/1/2001,"10,121","5,239.80","3,116.20","259,203",,2/1/2002,11506712
40650,North/Clybourn,1/1/2001,"3,525.60","2,674.50","1,772.80","97,126",,3/1/2002,12183410
40630,Clark/Division,1/1/2001,"6,501.50","4,726.50","3,209","177,985",,4/1/2002,12815884
41450,Chicago/State,1/1/2001,"12,311","9,184.30","5,658.60","335,872",,5/1/2002,12973404
40330,Grand/State,1/1/2001,"8,378.50","5,428","3,504.80","223,562",,6/1/2002,12714364
41660,Lake/State,1/1/2001,"13,360.80","5,721.80","3,575.80","334,704",,7/1/2002,13392822
40500,Washington/State,1/1/2001,"6,805.10","2,730.50","1,386.60","167,567",,8/1/2002,13036551
41090,Monroe/State,1/1/2001,"7,123","2,439.30","1,269.20","172,809",,9/1/2002,13078121
40560,Jackson/State,1/1/2001,"11,340.20","3,649","1,877.60","273,468",,10/1/2002,14374766
41490,Harrison,1/1/2001,"2,384.70","1,208.30",715.4,"60,874",,11/1/2002,12434841
41400,Roosevelt,1/1/2001,"5,510.80","3,170.30","2,052","144,179",,12/1/2002,11543686
41000,Cermak-Chinatown,1/1/2001,"2,396.30","2,349.80","2,066.60","72,450",,1/1/2003,11860130
40190,Sox-35th-Dan Ryan,1/1/2001,"3,431.90","2,124.30","1,491.60","91,457",,2/1/2003,11203581
41230,47th-Dan Ryan,1/1/2001,"2,297.60","1,594.30","1,121.20","62,530",,3/1/2003,12341355
41170,Garfield-Dan Ryan,1/1/2001,"4,510.20","3,181.50","1,879.40","121,347",,4/1/2003,12391027
40910,63rd-Dan Ryan,1/1/2001,"3,631.50","2,414.80","1,817.80","98,640",,5/1/2003,12602473
40990,69th,1/1/2001,"6,818.60","4,519.80","2,901","182,594",,6/1/2003,12715662
40240,79th,1/1/2001,"7,406.70","4,689.50","3,187.60","197,643",,7/1/2003,13376266
41430,87th,1/1/2001,"5,341.10","3,239.30","2,031.60","140,619",,8/1/2003,12687510
40450,95th/Dan Ryan,1/1/2001,"14,162.60","7,472.80","4,914.40","366,040",,9/1/2003,13328526
41050,Linden,1/1/2001,"1,075.20",413.3,219.8,"26,407",,10/1/2003,14448488
41250,Central-Evanston,1/1/2001,942.6,449.8,242.4,"23,749",,11/1/2003,11813039
40400,Noyes,1/1/2001,552.4,404.3,184,"14,689",,12/1/2003,11551523
40520,Foster,1/1/2001,687.9,424,221.4,"17,937",,1/1/2004,11309196
40050,Davis,1/1/2001,"3,564.80","2,541.50","1,313.80","95,161",,2/1/2004,11347503
40690,Dempster,1/1/2001,649,415.8,260.6,"17,244",,3/1/2004,12773186
40270,Main,1/1/2001,"1,213",664,355.4,"31,118",,4/1/2004,12333972
40840,South Boulevard,1/1/2001,851.1,411.3,225.2,"21,495",,5/1/2004,12067329
40140,Skokie,1/1/2001,"2,521.50",0,0,"55,472",,6/1/2004,12968602
40890,O'Hare Airport,1/1/2001,"7,907.70","5,913.30","6,097.80","228,112",,7/1/2004,12849068
40820,Rosemont,1/1/2001,"5,162.30","1,866","1,108.80","126,579",,8/1/2004,12529356
40230,Cumberland,1/1/2001,"4,729.20","1,516.30",989.4,"115,054",,9/1/2004,13107556
40750,Harlem-O'Hare,1/1/2001,"2,657","1,015.80",603.6,"65,534",,10/1/2004,13384825
41280,Jefferson Park,1/1/2001,"6,619","2,717.50","1,754","165,259",,11/1/2004,12271717
41330,Montrose-O'Hare,1/1/2001,"1,903.10",722,473.2,"47,122",,12/1/2004,11370102
40550,Irving Park-O'Hare,1/1/2001,"3,724.10","1,671.50","1,079.40","94,013",,1/1/2005,11581403
41240,Addison-O'Hare,1/1/2001,"2,391",790,472.4,"58,124",,2/1/2005,11401625
40060,Belmont-O'Hare,1/1/2001,"4,548.60","2,275.50","1,528","116,812",,3/1/2005,12659665
41020,Logan Square,1/1/2001,"4,631.60","2,231","1,396.80","117,803",,4/1/2005,12755659
40570,California/Milwaukee,1/1/2001,"2,838.60","1,406.80",819.8,"72,176",,5/1/2005,12964006
40670,Western/Milwaukee,1/1/2001,"2,875.50","1,293",792.6,"72,395",,6/1/2005,13498294
40590,Damen/Milwaukee,1/1/2001,"4,115.90","1,846","1,134","103,604",,7/1/2005,13139642
40320,Division/Milwaukee,1/1/2001,"4,362","1,952.30","1,225.40","109,899",,8/1/2005,13538824
41410,Chicago/Milwaukee,1/1/2001,"2,109.80",662,376.2,"50,945",,9/1/2005,14194677
40490,Grand/Milwaukee,1/1/2001,"1,138",499.5,294.4,"28,505",,10/1/2005,14336020
40370,Washington/Dearborn,1/1/2001,"8,579.60","2,215.50","1,201.20","203,619",,11/1/2005,12938006
40790,Monroe/Dearborn,1/1/2001,"5,668","1,041.80",540.8,"131,567",,12/1/2005,11979336
40070,Jackson/Dearborn,1/1/2001,"7,105.50","1,856",926.6,"168,377",,1/1/2006,12407347
41340,LaSalle,1/1/2001,"2,152.50",342.3,183.8,"49,643",,2/1/2006,11889136
40430,Clinton-Forest Park,1/1/2001,"2,360.90",790.5,603.2,"58,118",,3/1/2006,13710273
40350,UIC-Halsted,1/1/2001,"4,018.30",886.5,481.8,"94,358",,4/1/2006,12951806
40470,Racine,1/1/2001,"2,136.30",805.5,372.8,"52,085",,5/1/2006,14089195
40810,Medical Center,1/1/2001,"1,919.10","1,016.80",633.8,"49,457",,6/1/2006,14001407
40220,Western-Forest Park,1/1/2001,937.5,664.3,387.6,"25,221",,7/1/2006,14148715
40250,Kedzie-Homan-Forest Park,1/1/2001,"1,257.90",841.8,537.6,"33,728",,8/1/2006,14444081
40920,Pulaski-Forest Park,1/1/2001,"1,187.70",870.3,574.8,"32,484",,9/1/2006,14264352
40970,Cicero-Forest Park,1/1/2001,"1,004",742,459.2,"27,352",,10/1/2006,14747955
40010,Austin-Forest Park,1/1/2001,"1,480.80",661.5,394,"37,193",,11/1/2006,13317975
40180,Oak Park-Forest Park,1/1/2001,"1,384.10",397.5,210.2,"33,092",,12/1/2006,11993989
40980,Harlem-Forest Park,1/1/2001,785.7,377,233.4,"19,961",,1/1/2007,12617830
40390,Forest Park,1/1/2001,"3,516.40","1,220.50",736.8,"85,926",,2/1/2007,11366892
41030,Polk,1/1/2001,"2,379.70",7.3,0,"52,383",,3/1/2007,13445416
40830,18th,1/1/2001,967.3,5,0,"21,301",,4/1/2007,12574531
40210,Damen-Cermak,1/1/2001,657.9,0.8,0,"14,477",,5/1/2007,13647689
40740,Western-Cermak,1/1/2001,523.9,1.3,0,"11,530",,6/1/2007,13698349
40440,California-Cermak,1/1/2001,779.7,1,0,"17,157",,7/1/2007,14046147
41040,Kedzie-Cermak,1/1/2001,444.9,0.3,0,"9,789",,8/1/2007,14035867
40780,Central Park,1/1/2001,453,2.3,0,"9,974",,9/1/2007,13603498
40150,Pulaski-Cermak,1/1/2001,459.3,2.3,0,"10,114",,10/1/2007,14710126
40600,Kostner,1/1/2001,303.2,0.5,0,"6,673",,11/1/2007,12796204
40420,Cicero-Cermak,1/1/2001,845.6,4.5,0,"18,621",,12/1/2007,11360696
40580,54th/Cermak,1/1/2001,"1,547.30",4,0,"34,057",,1/1/2008,12329732
40020,Harlem-Lake,1/1/2001,"3,269.70","1,637",825.6,"82,609",,2/1/2008,12410563
41350,Oak Park-Lake,1/1/2001,"1,362.50",480.8,285.8,"33,326",,3/1/2008,12916861
40610,Ridgeland,1/1/2001,"1,247.20",369.3,184.2,"29,837",,4/1/2008,13837585
41260,Austin-Lake,1/1/2001,"1,972.50",927.8,513.2,"49,673",,5/1/2008,13944972
40280,Central-Lake,1/1/2001,"2,224.30","1,295.50",786,"58,047",,6/1/2008,14077655
40700,Laramie,1/1/2001,"1,296.80",659.5,373.8,"33,036",,7/1/2008,14898685
40480,Cicero-Lake,1/1/2001,"1,291.30",712.8,463.2,"33,576",,8/1/2008,14702332
40030,Pulaski-Lake,1/1/2001,"1,509.80",884.3,561,"39,558",,9/1/2008,14780937
41070,Kedzie-Lake,1/1/2001,"1,168.90",626,404,"30,240",,10/1/2008,15822528
41360,California-Lake,1/1/2001,756.8,380.8,255.4,"19,449",,11/1/2008,13156204
40170,Ashland-Lake,1/1/2001,"1,408.40",538.5,330.2,"34,790",,12/1/2008,12412709
41160,Clinton-Lake,1/1/2001,"1,816",405.8,253,"42,841",,1/1/2009,12670605
41120,35-Bronzeville-IIT,1/1/2001,"1,743.80",912.5,576,"44,893",,2/1/2009,12495760
40300,Indiana,1/1/2001,568.8,317.5,224.8,"14,908",,3/1/2009,13906626
41270,43rd,1/1/2001,764.4,430,267,"19,871",,4/1/2009,13884272
41080,47th-South Elevated,1/1/2001,"1,242.10",789.3,468.4,"32,826",,5/1/2009,13766591
40130,51st,1/1/2001,"1,116.70",700,448.4,"29,609",,6/1/2009,14391134
40510,Garfield-South Elevated,1/1/2001,720.8,495,304.2,"19,359",,7/1/2009,15133049
41140,King Drive,1/1/2001,697.8,396,220.8,"18,039",,8/1/2009,14337678
40720,East 63rd-Cottage Grove,1/1/2001,"1,400",716.8,460.4,"35,969",,9/1/2009,15039598
40940,Halsted/63rd,1/1/2001,707.6,461.5,271.2,"18,770",,10/1/2009,15404020
40290,Ashland/63rd,1/1/2001,"1,774.40",927.3,648.6,"45,989",,11/1/2009,13580544
41290,Kimball,1/1/2001,"4,022.50","2,128.80","1,110.60","102,564",,12/1/2009,12605758
41180,Kedzie-Brown,1/1/2001,"1,444.70",902.8,554.8,"38,169",,1/1/2010,12713539
40870,Francisco,1/1/2001,"1,085.50",459,235.4,"26,893",,2/1/2010,12794456
41010,Rockwell,1/1/2001,"1,267",512.8,295.8,"31,403",,3/1/2010,14553926
41480,Western-Brown,1/1/2001,"3,421.90","1,631.50",902.8,"86,321",,4/1/2010,14590334
40090,Damen-Brown,1/1/2001,"2,083.40","1,030.50",536.2,"52,637",,5/1/2010,14380178
41500,Montrose-Brown,1/1/2001,"2,016.10",910.8,489.6,"50,446",,6/1/2010,15119802
41460,Irving Park-Brown,1/1/2001,"2,315",932.5,471.8,"57,018",,7/1/2010,15169200
41440,Addison-Brown,1/1/2001,"1,794.90",637.8,291,"43,494",,8/1/2010,15321024
41310,Paulina,1/1/2001,"2,030.40",943.3,495.4,"50,919",,9/1/2010,15671310
40360,Southport,1/1/2001,"2,668.30",991,520,"65,267",,10/1/2010,15909767
41210,Wellington,1/1/2001,"2,539.90",759.8,378.8,"60,810",,11/1/2010,14441053
40530,Diversey,1/1/2001,"4,286","1,883.50",867.2,"106,162",,12/1/2010,12897371
40660,Armitage,1/1/2001,"3,338","1,060.50",484.8,"80,102",,1/1/2011,13481258
40800,Sedgwick,1/1/2001,"2,132.20",963.3,498.8,"53,255",,2/1/2011,13081983
40710,Chicago/Franklin,1/1/2001,"4,052.40","1,354",550.8,"97,322",,3/1/2011,15432089
40460,Merchandise Mart,1/1/2001,"6,107.60","1,022.30",347.6,"140,195",,4/1/2011,14812301
40930,Midway Airport,1/1/2001,"7,579.60","2,506","1,915.60","186,353",,5/1/2011,15151493
40960,Pulaski-Orange,1/1/2001,"5,021.70","1,257.80",605.6,"118,537",,6/1/2011,15980399
41150,Kedzie-Midway,1/1/2001,"2,907.80","1,150",583.4,"71,488",,7/1/2011,15498192
40310,Western-Orange,1/1/2001,"3,216.80","1,051.30",552.6,"77,738",,8/1/2011,16387517
40120,35th/Archer,1/1/2001,"2,034.30",640.8,343.4,"49,035",,9/1/2011,16220005
41060,Ashland-Orange,1/1/2001,"1,280",553.5,304,"31,895",,10/1/2011,16695016
41130,Halsted-Orange,1/1/2001,"2,385.10",679.3,357.4,"56,976",,11/1/2011,15339673
40730,Washington/Wells,1/1/2001,"7,217.20",718.3,303,"163,166",,12/1/2011,14132701
41010,Rockwell,4/1/2006,0,0,0,0,,1/1/2012,14665493
40040,Quincy/Wells,1/1/2001,"7,928.30",895.8,431,"180,161",,2/1/2012,14770667
40160,LaSalle/Van Buren,1/1/2001,"3,638.30",300,123.4,"81,860",,3/1/2012,16276278
40850,Library,1/1/2001,"2,391.60",701.8,248,"56,662",,4/1/2012,15465258
40680,Adams/Wabash,1/1/2001,"6,918.80","2,206",978.2,"165,928",,5/1/2012,16155559
40640,Madison/Wabash,1/1/2001,"3,693.40","1,200",388,"87,994",,6/1/2012,16288673
40200,Randolph/Wabash,1/1/2001,"5,544.60","1,913",896.4,"134,115",,7/1/2012,15773338
40260,State/Lake,1/1/2001,"8,352.50","3,808.50","2,390.80","210,942",,8/1/2012,16883876
40380,Clark/Lake,1/1/2001,"15,174.90","2,356.30","1,363.40","350,089",,9/1/2012,16287906
40900,Howard,2/1/2001,"6,389.50","3,761","2,534.30","152,971",,10/1/2012,17825589
41190,Jarvis,2/1/2001,"1,510.50","1,079.30",756.5,"37,553",,11/1/2012,15716325
40100,Morse,2/1/2001,"4,478.10","2,999.80","2,155.80","110,184",,12/1/2012,13849353
41300,Loyola,2/1/2001,"5,010","3,339.80","2,143","122,130",,1/1/2013,14757704
40760,Granville,2/1/2001,"3,288.70","2,210.30","1,601.80","81,022",,2/1/2013,14033842
40880,Thorndale,2/1/2001,"3,099.10","1,866","1,343.80","74,821",,3/1/2013,15251953
41380,Bryn Mawr,2/1/2001,"4,547.20","2,706.80","1,997.80","109,762",,4/1/2013,15885919
40340,Berwyn,2/1/2001,"3,420.10","2,073.80","1,564.30","82,954",,5/1/2013,15715412
41200,Argyle,2/1/2001,"2,775","1,764.30","1,311","67,801",,6/1/2013,15256300
40770,Lawrence,2/1/2001,"2,742.40","1,864","1,386.30","67,848",,7/1/2013,16037793
40540,Wilson,2/1/2001,"5,368.70","3,341.30","2,085","129,078",,8/1/2013,16234436
40080,Sheridan,2/1/2001,"4,518","2,572.30","1,784.80","107,787",,9/1/2013,16001047
41420,Addison-North Main,2/1/2001,"4,992.70","2,905.50","1,965","119,335",,10/1/2013,17598968
41320,Belmont-North Main,2/1/2001,"9,317.70","6,584.50","4,737.80","231,643",,11/1/2013,15654406
41220,Fullerton,2/1/2001,"10,417.90","5,102","3,505.30","242,787",,12/1/2013,14278917
40650,North/Clybourn,2/1/2001,"3,576.60","2,561","1,915.80","89,439",,1/1/2014,14268129
40630,Clark/Division,2/1/2001,"6,703.90","4,672.80","3,485.80","166,712",,2/1/2014,14587621
41450,Chicago/State,2/1/2001,"12,516.10","8,718.30","6,122.50","309,684",,3/1/2014,16421744
40330,Grand/State,2/1/2001,"8,246.90","5,431","3,910.80","202,304",,4/1/2014,16599115
41660,Lake/State,2/1/2001,"13,598.50","5,792.30","3,971","311,022",,5/1/2014,16649634
40500,Washington/State,2/1/2001,"6,979.90","2,758","1,540","156,790",,6/1/2014,16487634
41090,Monroe/State,2/1/2001,"7,399","2,665","1,488.50","164,594",,7/1/2014,17042911
40560,Jackson/State,2/1/2001,"11,756","3,877.30","2,125.80","259,132",,8/1/2014,16734994
41490,Harrison,2/1/2001,"2,645.30","1,287",775.8,"61,156",,9/1/2014,17306655
41400,Roosevelt,2/1/2001,"5,766.30","3,365.80","2,268.30","137,861",,10/1/2014,18411645
41000,Cermak-Chinatown,2/1/2001,"2,553.90","2,574","2,002","69,382",,11/1/2014,15337239
40190,Sox-35th-Dan Ryan,2/1/2001,"3,588.60","2,165","1,604.80","86,850",,12/1/2014,14979565
41230,47th-Dan Ryan,2/1/2001,"2,400.70","1,603.30","1,197.30","59,216",,1/1/2015,14698498
41170,Garfield-Dan Ryan,2/1/2001,"4,587.70","3,002.80","2,019.30","111,842",,2/1/2015,14097691
40910,63rd-Dan Ryan,2/1/2001,"3,586.30","2,416.50","1,950.50","89,194",,3/1/2015,16449070
40990,69th,2/1/2001,"6,869.50","4,392.80","2,994","166,937",,4/1/2015,16404520
40240,79th,2/1/2001,"7,489.30","4,700","3,330.30","181,907",,5/1/2015,16492679
41430,87th,2/1/2001,"5,454.70","3,301.50","2,206.30","131,125",,6/1/2015,17255694
40450,95th/Dan Ryan,2/1/2001,"14,445.60","7,166.50","5,282.80","338,708",,7/1/2015,17977486
41050,Linden,2/1/2001,"1,095.90",411.8,252.3,"24,573",,8/1/2015,17049933
41250,Central-Evanston,2/1/2001,955.2,501.3,269.3,"22,185",,9/1/2015,17772902
40400,Noyes,2/1/2001,593.2,431,215.3,"14,449",,10/1/2015,18632339
40520,Foster,2/1/2001,708.9,387.5,240.3,"16,688",,11/1/2015,15984523
40050,Davis,2/1/2001,"3,528.90","2,515.30","1,442.80","86,409",,12/1/2015,15226073
40690,Dempster,2/1/2001,673.7,415.8,278.3,"16,249",,1/1/2016,14836599
40270,Main,2/1/2001,"1,213.80",655.3,377.8,"28,407",,2/1/2016,15212277
40840,South Boulevard,2/1/2001,841.8,383.3,233,"19,300",,3/1/2016,16677633
40140,Skokie,2/1/2001,"2,545.50",0,0,"50,909",,4/1/2016,16141007
40890,O'Hare Airport,2/1/2001,"7,844.50","5,748.30","6,120.80","204,366",,5/1/2016,16597555
40820,Rosemont,2/1/2001,"5,236.20","1,996.30","1,327.80","118,020",,6/1/2016,17085925
40230,Cumberland,2/1/2001,"4,760.30","1,561.50","1,084.80","105,790",,7/1/2016,16813640
40750,Harlem-O'Hare,2/1/2001,"2,706.40","1,011.50",650.3,"60,775",,8/1/2016,16886476
41280,Jefferson Park,2/1/2001,"6,661.40","2,645.80","1,872","151,298",,9/1/2016,17097002
41330,Montrose-O'Hare,2/1/2001,"1,958.60",690,489.3,"43,889",,10/1/2016,17885645
40550,Irving Park-O'Hare,2/1/2001,"3,661","1,587.30","1,130.50","84,091",,11/1/2016,16322767
41240,Addison-O'Hare,2/1/2001,"2,487.20",800.8,543.5,"55,121",,12/1/2016,13999200
40060,Belmont-O'Hare,2/1/2001,"4,606.10","2,231.30","1,586.50","107,392",,1/1/2017,14626737
41020,Logan Square,2/1/2001,"4,636","2,252","1,496","107,712",,2/1/2017,14142406
40570,California/Milwaukee,2/1/2001,"2,912.70","1,374",865.3,"67,211",,3/1/2017,16073109
40670,Western/Milwaukee,2/1/2001,"2,844.20","1,254.30",773.5,"64,994",,4/1/2017,15169117
40590,Damen/Milwaukee,2/1/2001,"4,170.40","1,789.50","1,266","95,630",,5/1/2017,16298485
40320,Division/Milwaukee,2/1/2001,"4,484.40","1,940.30","1,324","102,745",,6/1/2017,16737259
41410,Chicago/Milwaukee,2/1/2001,"2,204.90",703.5,423.5,"48,606",,7/1/2017,15917931
40490,Grand/Milwaukee,2/1/2001,"1,152.50",479.5,292.5,"26,138",,8/1/2017,16967756
40370,Washington/Dearborn,2/1/2001,"8,890.60","2,275.50","1,379","192,430",,9/1/2017,16572350
40790,Monroe/Dearborn,2/1/2001,"5,945.80","1,102.30",652.3,"125,934",,10/1/2017,17336213
40070,Jackson/Dearborn,2/1/2001,"7,392.20","1,903.50","1,041.30","159,623",,11/1/2017,15338822
41340,LaSalle,2/1/2001,"2,208.60",354.3,191.5,"46,354",,12/1/2017,13485268
40430,Clinton-Forest Park,2/1/2001,"2,278.20",744.5,648.5,"51,136",,1/1/2018,14187198
40350,UIC-Halsted,2/1/2001,"4,405.30",963,598.8,"94,352",,2/1/2018,13571687
40470,Racine,2/1/2001,"2,242.70",768.5,425,"49,627",,3/1/2018,15513631
40810,Medical Center,2/1/2001,"1,969.90",987.5,613,"45,799",,4/1/2018,15089574
40220,Western-Forest Park,2/1/2001,991.9,635.3,422.3,"24,067",,5/1/2018,16070627
40250,Kedzie-Homan-Forest Park,2/1/2001,"1,297.60",853.8,564,"31,622",,6/1/2018,15888088
40920,Pulaski-Forest Park,2/1/2001,"1,215.20",797,611.3,"29,937",,7/1/2018,15932164
40970,Cicero-Forest Park,2/1/2001,"1,044.30",692,493.5,"25,627",,8/1/2018,16677852
40010,Austin-Forest Park,2/1/2001,"1,527.80",639.5,400.3,"34,714",,9/1/2018,16223077
40180,Oak Park-Forest Park,2/1/2001,"1,394.10",392.3,233.3,"30,384",,10/1/2018,17733114
40980,Harlem-Forest Park,2/1/2001,802.3,390.3,276.3,"18,711",,11/1/2018,15004244
40390,Forest Park,2/1/2001,"3,568.10","1,183.50",771.3,"79,180",,12/1/2018,13254865
41030,Polk,2/1/2001,"2,298.30",4,0.5,"45,983",,1/1/2019,13134311
40830,18th,2/1/2001,997.6,0.8,0,"19,955",,2/1/2019,13407429
40210,Damen-Cermak,2/1/2001,671,0.3,0,"13,421",,3/1/2019,14746263
40740,Western-Cermak,2/1/2001,548.7,3,0,"10,986",,4/1/2019,14995232
40440,California-Cermak,2/1/2001,797.7,0.5,0,"15,955",,5/1/2019,15735446
41040,Kedzie-Cermak,2/1/2001,441.3,1.8,0,"8,833",,6/1/2019,15336417
40780,Central Park,2/1/2001,455.9,2,0,"9,126",,7/1/2019,15669325
40150,Pulaski-Cermak,2/1/2001,473.9,1.5,0,"9,484",,8/1/2019,15917367
40600,Kostner,2/1/2001,314.3,0.3,0,"6,286",,9/1/2019,15764357
40420,Cicero-Cermak,2/1/2001,883,3.5,0,"17,673",,10/1/2019,16936271
40580,54th/Cermak,2/1/2001,"1,587.40",7,0,"31,776",,11/1/2019,14324156
40020,Harlem-Lake,2/1/2001,"3,288.30","1,563.50",926.3,"75,724",,12/1/2019,13104631
41350,Oak Park-Lake,2/1/2001,"1,382",499,331.8,"30,962",,1/1/2020,14054329
40610,Ridgeland,2/1/2001,"1,282.20",368.3,206.3,"27,942",,2/1/2020,13365729
41260,Austin-Lake,2/1/2001,"1,902.50",877.5,533.8,"43,695",,3/1/2020,8024293
40280,Central-Lake,2/1/2001,"2,372.60","1,238.50",848.3,"55,799",,4/1/2020,1849629
40700,Laramie,2/1/2001,"1,335.80",631.8,403.5,"30,856",,5/1/2020,1830042
40480,Cicero-Lake,2/1/2001,"1,322.90",679,452.8,"30,985",,6/1/2020,2414845
40030,Pulaski-Lake,2/1/2001,"1,530.60",876.5,618.3,"36,591",,7/1/2020,3491319
41070,Kedzie-Lake,2/1/2001,"1,225.50",610.8,433,"28,685",,8/1/2020,3494408
41360,California-Lake,2/1/2001,792.9,375.5,284.3,"18,497",,9/1/2020,3745541
40170,Ashland-Lake,2/1/2001,"1,458",547,360.8,"32,791",,10/1/2020,3905049
41160,Clinton-Lake,2/1/2001,"1,810.20",405.3,244.8,"38,803",,11/1/2020,3133634
41120,35-Bronzeville-IIT,2/1/2001,"1,928.20","1,015",689.5,"45,382",,12/1/2020,3031485
40300,Indiana,2/1/2001,595.8,343.8,237,"14,239",,1/1/2021,2965081
41270,43rd,2/1/2001,797.5,449.3,296.5,"18,933",,2/1/2021,3015927
41080,47th-South Elevated,2/1/2001,"1,293.50",818.3,519,"31,218",,3/1/2021,3898318
40130,51st,2/1/2001,"1,144.30",728.8,483.3,"27,733",,4/1/2021,4112171
40510,Garfield-South Elevated,2/1/2001,743.4,487.3,321.3,"18,102",,5/1/2021,4768231
41140,King Drive,2/1/2001,735.2,435,240.8,"17,406",,6/1/2021,5669251
40720,East 63rd-Cottage Grove,2/1/2001,"1,405.10",722.8,495.8,"32,976",,7/1/2021,6795339
40940,Halsted/63rd,2/1/2001,741.9,494.3,319.5,"18,093",,8/1/2021,6858883
40290,Ashland/63rd,2/1/2001,"1,770.40",943,686.8,"41,927",,9/1/2021,7680638
41290,Kimball,2/1/2001,"4,139.90","2,143","1,197","96,157",,10/1/2021,7675966
41180,Kedzie-Brown,2/1/2001,"1,486.90",886.8,584.5,"35,622",,11/1/2021,6779584
40870,Francisco,2/1/2001,"1,078.80",426.5,231.3,"24,207",,12/1/2021,5950298
41010,Rockwell,2/1/2001,"1,279.80",496.8,309.3,"28,820",,1/1/2022,4815276
41480,Western-Brown,2/1/2001,"3,399.60","1,604.80",920.8,"78,094",,2/1/2022,5541207
40090,Damen-Brown,2/1/2001,"2,095.40",962,556.3,"47,980",,3/1/2022,7110938
41500,Montrose-Brown,2/1/2001,"2,025.30",887.3,487.5,"46,004",,4/1/2022,6967276
41460,Irving Park-Brown,2/1/2001,"2,299.50",838.3,474.3,"51,239",,5/1/2022,7522839
41440,Addison-Brown,2/1/2001,"1,800.50",575.8,299.8,"39,512",,6/1/2022,7905758
41310,Paulina,2/1/2001,"2,021",876.5,569.5,"46,204",,7/1/2022,7887694
40360,Southport,2/1/2001,"2,608.60",945.8,548.8,"58,149",,8/1/2022,8143124
41210,Wellington,2/1/2001,"2,430.60",728.3,366.8,"52,992",,9/1/2022,8643576
40530,Diversey,2/1/2001,"4,270.70","1,723.80",924.8,"96,008",,10/1/2022,8706636
40660,Armitage,2/1/2001,"3,394.60",942.5,477.5,"73,572",,11/1/2022,7495657
40800,Sedgwick,2/1/2001,"2,134.70",868.5,503,"48,179",,12/1/2022,6566927
40710,Chicago/Franklin,2/1/2001,"4,084.80","1,404.50",668.8,"89,988",,(blank),
40460,Merchandise Mart,2/1/2001,"6,025",956,289,"125,479",,Grand Total,3499662373
40930,Midway Airport,2/1/2001,"7,702.50","2,466.50","2,075.30","172,216",,,
40960,Pulaski-Orange,2/1/2001,"5,335.40","1,237",670.8,"114,338",,,
41150,Kedzie-Midway,2/1/2001,"2,991.30","1,087",611.3,"66,619",,,
40310,Western-Orange,2/1/2001,"3,314.50","1,007.30",561.5,"72,565",,,
40120,35th/Archer,2/1/2001,"2,106.70",671.5,353,"46,232",,,
41060,Ashland-Orange,2/1/2001,"1,316.30",531.8,311,"29,697",,,
41130,Halsted-Orange,2/1/2001,"2,500.20",694.8,443.3,"54,555",,,
40730,Washington/Wells,2/1/2001,"7,188.80",711.5,370.3,"148,103",,,
40040,Quincy/Wells,2/1/2001,"7,766.40",911.8,523.8,"161,069",,,
40160,LaSalle/Van Buren,2/1/2001,"3,603",272,128.3,"73,661",,,
40850,Library,2/1/2001,"2,534.20",755,334.3,"55,040",,,
40680,Adams/Wabash,2/1/2001,"7,185.70","2,301.80","1,141.80","157,488",,,
40640,Madison/Wabash,2/1/2001,"3,886.50","1,237.30",466.5,"84,545",,,
40200,Randolph/Wabash,2/1/2001,"5,695.20","1,923",981.3,"125,521",,,
40260,State/Lake,2/1/2001,"8,397.40","3,733","2,513.50","192,934",,,
40380,Clark/Lake,2/1/2001,"15,290.20","2,425","1,677.30","322,212",,,
40900,Howard,3/1/2001,"6,435.60","3,975.40","2,594","171,836",,,
41190,Jarvis,3/1/2001,"1,509","1,110",762.5,"41,797",,,
40100,Morse,3/1/2001,"4,521.90","3,159.40","2,229","124,194",,,
