station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal,,,
40240,79th,5/1/2006,"7,755.10","3,785.80","2,482.20","198,167",,,
41430,87th,5/1/2006,"4,814.80","2,110","1,224.40","120,488",,,
40450,95th/Dan Ryan,5/1/2006,"14,738.30","5,975","4,109.80","368,691",,,
41050,Linden,5/1/2006,"1,180.80",834,718,"32,904",,,
41250,Central-Evanston,5/1/2006,937.6,426.8,298.8,"23,829",,,
40400,Noyes,5/1/2006,613.4,378.8,268.6,"16,353",,,
40520,Foster,5/1/2006,763.1,451,318.8,"20,187",,,
40050,Davis,5/1/2006,"3,833.70","2,902","1,887.60","105,388",,,
40690,Dempster,5/1/2006,795.1,557.8,400.6,"21,726",,,
40270,Main,5/1/2006,"1,233.20",772,491.2,"32,675",,,
40840,South Boulevard,5/1/2006,783.3,389.8,262.6,"20,105",,,
40140,Skokie,5/1/2006,"2,466",0,0,"54,251",,,
40890,O'Hare Airport,5/1/2006,"9,847.80","7,991.80","8,798.20","292,609",,,
40820,Rosemont,5/1/2006,"5,587.70","3,130.80","2,246.60","146,685",,,
40230,Cumberland,5/1/2006,"5,830.10","3,201.50","2,440.20","153,269",,,
40750,Harlem-O'Hare,5/1/2006,"3,006.90","1,454.80",922.6,"76,583",,,
41280,Jefferson Park,5/1/2006,"6,654","3,440.80","2,439.80","172,349",,,
41330,Montrose-O'Hare,5/1/2006,"1,991.40",904.3,641.4,"50,635",,,
40550,Irving Park-O'Hare,5/1/2006,"4,150.40","2,149.30","1,535.60","107,583",,,
41240,Addison-O'Hare,5/1/2006,"2,797.80","1,274.80",966.8,"71,485",,,
40060,Belmont-O'Hare,5/1/2006,"4,800.30","2,903.30","2,096.60","127,702",,,
41020,Logan Square,5/1/2006,"5,328.20","3,158","2,154.80","140,627",,,
40570,California/Milwaukee,5/1/2006,"3,519.10","1,940.50","1,290.20","91,633",,,
40670,Western/Milwaukee,5/1/2006,"4,117.10","2,008.80","1,350.80","105,365",,,
40590,Damen/Milwaukee,5/1/2006,"4,885.40","3,103","2,162.60","130,703",,,
40320,Division/Milwaukee,5/1/2006,"4,907.90","2,425","1,666.20","126,004",,,
41410,Chicago/Milwaukee,5/1/2006,"2,819.30","1,458.50",928.8,"72,502",,,
40490,Grand/Milwaukee,5/1/2006,"1,634.20",795.3,524.6,"41,756",,,
40370,Washington/Dearborn,5/1/2006,"9,310.80","3,731.80","2,405.60","231,792",,,
40790,Monroe/Dearborn,5/1/2006,"6,150.30","1,768","1,149.20","148,124",,,
40070,Jackson/Dearborn,5/1/2006,"6,986.60","2,329","1,667.40","171,359",,,
41340,LaSalle,5/1/2006,"2,840.60",875,622.4,"69,105",,,
40430,Clinton-Forest Park,5/1/2006,"3,081.50","1,021",876.8,"76,262",,,
40350,UIC-Halsted,5/1/2006,"3,449.50","1,335.80",936,"85,911",,,
40470,Racine,5/1/2006,"2,578.40","1,092",732.2,"64,754",,,
40810,Medical Center,5/1/2006,"2,184.10",748.5,514,"53,615",,,
40220,Western-Forest Park,5/1/2006,"1,092.30",639.8,462.8,"28,904",,,
40250,Kedzie-Homan-Forest Park,5/1/2006,"1,524",877.5,653.6,"40,305",,,
40920,Pulaski-Forest Park,5/1/2006,"1,306.50",930,665.8,"35,791",,,
40970,Cicero-Forest Park,5/1/2006,"1,062",667.3,488.6,"28,476",,,
40010,Austin-Forest Park,5/1/2006,"1,663.70",753.3,553,"42,380",,,
40180,Oak Park-Forest Park,5/1/2006,"1,565.40",592.5,431.6,"38,966",,,
40980,Harlem-Forest Park,5/1/2006,888,502.8,347.8,"23,286",,,
40390,Forest Park,5/1/2006,"3,878.90","1,763.30","1,280.20","98,790",,,
41030,Polk,5/1/2006,"2,997.90",661.5,422.2,"70,710",,,
40830,18th,5/1/2006,"1,187",751.3,512,"31,678",,,
40210,Damen-Cermak,5/1/2006,946.7,444.3,329.8,"24,253",,,
40740,Western-Cermak,5/1/2006,803.6,405.5,280.2,"20,702",,,
40440,California-Cermak,5/1/2006,"1,020.40",457.8,379.8,"26,178",,,
41040,Kedzie-Cermak,5/1/2006,629.8,366.3,246.2,"16,552",,,
40780,Central Park,5/1/2006,750,369,242.6,"19,190",,,
40150,Pulaski-Cermak,5/1/2006,752.8,437.5,323,"19,926",,,
40600,Kostner,5/1/2006,349.3,163,111.8,"8,896",,,
40420,Cicero-Cermak,5/1/2006,"1,051.60",589,412.6,"27,555",,,
40580,54th/Cermak,5/1/2006,"2,090.30",868.8,620.4,"52,564",,,
40020,Harlem-Lake,5/1/2006,"3,554.50","1,992.80","1,293.80","92,640",,,
41350,Oak Park-Lake,5/1/2006,"1,556",882.3,657.4,"41,049",,,
40610,Ridgeland,5/1/2006,"1,406.90",512.5,342.8,"34,716",,,
41260,Austin-Lake,5/1/2006,"2,047.50","1,076.80",707.8,"52,892",,,
40280,Central-Lake,5/1/2006,"2,403.70","1,402.80",959.8,"63,292",,,
40700,Laramie,5/1/2006,"1,561.60",873.5,630.8,"41,003",,,
40480,Cicero-Lake,5/1/2006,"1,401.50",853.5,635.4,"37,425",,,
40030,Pulaski-Lake,5/1/2006,"1,631.20","1,001",667.6,"43,229",,,
41670,Conservatory,5/1/2006,840.4,481.3,312.2,"21,974",,,
41070,Kedzie-Lake,5/1/2006,"1,344.90",776.3,558.8,"35,487",,,
41360,California-Lake,5/1/2006,"1,030.30",508,370.4,"26,551",,,
40170,Ashland-Lake,5/1/2006,"1,908.20",745.3,491.4,"47,419",,,
41160,Clinton-Lake,5/1/2006,"2,580.90",698.3,495,"62,048",,,
41120,35-Bronzeville-IIT,5/1/2006,"2,463.80","1,579.50","1,048.60","65,765",,,
40300,Indiana,5/1/2006,765.8,353.5,301.4,"19,768",,,
41270,43rd,5/1/2006,996,470.8,336.4,"25,478",,,
41080,47th-South Elevated,5/1/2006,"1,356",805.8,504.2,"35,577",,,
40130,51st,5/1/2006,"1,124.50",671.5,435.8,"29,605",,,
40510,Garfield-South Elevated,5/1/2006,"1,525.80",844,620,"40,044",,,
41140,King Drive,5/1/2006,730.4,456.5,331,"19,550",,,
40720,East 63rd-Cottage Grove,5/1/2006,"1,397",815.8,574,"36,866",,,
40940,Halsted/63rd,5/1/2006,691.8,417.5,315.2,"18,466",,,
40290,Ashland/63rd,5/1/2006,"2,017.60","1,125.30",844.8,"53,113",,,
41290,Kimball,5/1/2006,"4,364.50","1,808.80","1,555.20","111,029",,,
41180,Kedzie-Brown,5/1/2006,0,0,0,0,,,
40870,Francisco,5/1/2006,"1,574.30",470.8,399.8,"38,516",,,
41010,Rockwell,5/1/2006,0,0,0,0,,,
41480,Western-Brown,5/1/2006,"4,195.30","3,058.50","1,688.60","112,973",,,
40090,Damen-Brown,5/1/2006,"1,958.20","1,062.50",693.8,"50,800",,,
41500,Montrose-Brown,5/1/2006,"2,237.20","1,228",772.4,"57,992",,,
41460,Irving Park-Brown,5/1/2006,"2,458.20","1,155.80",723.6,"62,322",,,
41440,Addison-Brown,5/1/2006,"1,937",807,519.4,"48,438",,,
41310,Paulina,5/1/2006,"2,203.10","1,218",722.4,"56,952",,,
40360,Southport,5/1/2006,"2,813.90","1,552.80","1,065.80","73,445",,,
41210,Wellington,5/1/2006,"2,563",892,640.4,"63,155",,,
40530,Diversey,5/1/2006,"4,613","2,402.30","1,553","118,861",,,
40660,Armitage,5/1/2006,"3,915.70","1,823.80","1,092.20","98,901",,,
40800,Sedgwick,5/1/2006,"3,090","1,672","1,215.60","80,746",,,
40710,Chicago/Franklin,5/1/2006,"4,325.10","1,907","1,094.20","108,251",,,
40460,Merchandise Mart,5/1/2006,"5,601.90","1,220.30",566.6,"130,956",,,
40930,Midway Airport,5/1/2006,"9,548.50","4,665","4,458.60","251,021",,,
40960,Pulaski-Orange,5/1/2006,"5,491.30","2,068.30","1,248.60","135,325",,,
41150,Kedzie-Midway,5/1/2006,"3,251.70","1,390",890.2,"81,548",,,
40310,Western-Orange,5/1/2006,"3,668","1,580.80","1,060.20","92,321",,,
40120,35th/Archer,5/1/2006,"2,726.10","1,125",719.6,"68,072",,,
41060,Ashland-Orange,5/1/2006,"1,447.10",770,554,"37,686",,,
41130,Halsted-Orange,5/1/2006,"2,525","1,074.50",763.6,"63,665",,,
40730,Washington/Wells,5/1/2006,"7,057.50",880.8,595.4,"161,765",,,
40040,Quincy/Wells,5/1/2006,"7,023.50","1,258","1,101.60","165,058",,,
40160,LaSalle/Van Buren,5/1/2006,"3,017.60",351.8,258,"69,084",,,
40850,Library,5/1/2006,"2,661.90",963.3,604.4,"65,437",,,
40680,Adams/Wabash,5/1/2006,"7,469.80","2,995","1,939","186,011",,,
40640,Madison/Wabash,5/1/2006,"5,160.10","2,555.30","1,443.80","130,963",,,
40200,Randolph/Wabash,5/1/2006,"5,969.60","3,091","1,701.80","152,204",,,
40260,State/Lake,5/1/2006,"7,540.10","4,397.50","3,111.40","199,030",,,
40380,Clark/Lake,5/1/2006,"17,006.50","4,173","3,234.80","407,008",,,
40900,Howard,6/1/2006,"6,269.50","4,417.80","3,324.80","168,898",,,
41190,Jarvis,6/1/2006,"1,302.20","1,072.50",801.8,"36,146",,,
40100,Morse,6/1/2006,"3,918.40","2,937.50","2,267","107,023",,,
41300,Loyola,6/1/2006,"4,439.10","3,295.80","2,451.30","120,648",,,
40760,Granville,6/1/2006,"3,417.90","2,629.80","2,052.50","93,922",,,
40880,Thorndale,6/1/2006,"2,744.50","1,959.80","1,517.80","74,289",,,
41380,Bryn Mawr,6/1/2006,"4,557.30","3,278.80","2,515","123,435",,,
40340,Berwyn,6/1/2006,"3,302.70","2,727.80","2,101","91,975",,,
41200,Argyle,6/1/2006,"2,586.90","1,992.50","1,584.30","71,219",,,
40770,Lawrence,6/1/2006,"3,090.20","2,238.80","1,828.80","84,254",,,
40540,Wilson,6/1/2006,"5,198.50","3,570.30","2,811.50","139,895",,,
40080,Sheridan,6/1/2006,"4,686.20","3,403","2,591.80","127,075",,,
41420,Addison-North Main,6/1/2006,"9,216.60","7,523.80","6,790.30","260,022",,,
41320,Belmont-North Main,6/1/2006,"10,560.10","9,914.30","9,484.80","309,919",,,
41220,Fullerton,6/1/2006,"9,883.40","6,591.80","5,004.80","263,820",,,
40650,North/Clybourn,6/1/2006,"4,376.60","3,855.50","2,901.30","123,312",,,
40630,Clark/Division,6/1/2006,"7,359.30","6,383.30","4,912.50","207,088",,,
41450,Chicago/State,6/1/2006,"14,730.30","11,726.30","8,342.80","404,342",,,
40330,Grand/State,6/1/2006,"11,487.70","9,904.80","7,471.80","322,235",,,
41660,Lake/State,6/1/2006,"11,555.50","6,294.30","4,865","298,859",,,
40500,Washington/State,6/1/2006,"9,325.10","4,632.50","2,980.80","235,606",,,
41090,Monroe/State,6/1/2006,"7,035.20","3,316.50","2,050.50","176,243",,,
40560,Jackson/State,6/1/2006,"10,383.20","4,650.80","3,007.80","259,065",,,
41490,Harrison,6/1/2006,"2,560.50","2,394.30","1,661.50","72,553",,,
41400,Roosevelt,6/1/2006,"8,002.50","5,985.30","4,880","219,516",,,
41000,Cermak-Chinatown,6/1/2006,"4,005.40","3,681.50","2,770","113,925",,,
40190,Sox-35th-Dan Ryan,6/1/2006,"5,484.30","6,045.80","4,433.80","162,573",,,
41230,47th-Dan Ryan,6/1/2006,"2,796.30","1,813.80","1,393.80","74,349",,,
41170,Garfield-Dan Ryan,6/1/2006,"3,957.20","2,742.50","2,053.80","106,244",,,
40910,63rd-Dan Ryan,6/1/2006,"3,036.30","2,138.30","1,726.80","82,258",,,
40990,69th,6/1/2006,"5,942.50","3,896.30","2,835","157,660",,,
40240,79th,6/1/2006,"7,649","4,997.80","3,771","203,354",,,
41430,87th,6/1/2006,"4,751.30","2,800.50","1,951.50","123,537",,,
40450,95th/Dan Ryan,6/1/2006,"14,106.10","7,843","5,962","365,555",,,
41050,Linden,6/1/2006,"1,317.60",817.8,542.3,"34,428",,,
41250,Central-Evanston,6/1/2006,925,438.8,264.8,"23,164",,,
40400,Noyes,6/1/2006,608.1,341.8,211,"15,589",,,
40520,Foster,6/1/2006,741.8,437,332.5,"19,397",,,
40050,Davis,6/1/2006,"3,868.60","2,773.30","1,766.50","103,269",,,
40690,Dempster,6/1/2006,809.7,552.5,426.8,"21,730",,,
40270,Main,6/1/2006,"1,229.80",902.3,568.8,"32,940",,,
40840,South Boulevard,6/1/2006,829.4,423,268,"21,011",,,
40140,Skokie,6/1/2006,"2,580.10",0,0,"56,762",,,
40890,O'Hare Airport,6/1/2006,"10,426.50","7,900.80","9,042.50","297,157",,,
40820,Rosemont,6/1/2006,"5,951.60","3,231.50","2,219.30","152,738",,,
40230,Cumberland,6/1/2006,"6,168.40","3,249","2,323.50","157,995",,,
40750,Harlem-O'Hare,6/1/2006,"3,007.40","1,418.50",943.3,"75,610",,,
41280,Jefferson Park,6/1/2006,"6,712.10","3,428.30","2,481.30","171,305",,,
41330,Montrose-O'Hare,6/1/2006,"1,993.40",880,657.3,"50,004",,,
40550,Irving Park-O'Hare,6/1/2006,"4,281.10","2,188.30","1,614.30","109,395",,,
41240,Addison-O'Hare,6/1/2006,"2,756.60","1,228.30",892.8,"69,129",,,
40060,Belmont-O'Hare,6/1/2006,"4,807.60","2,885.30","2,189.50","126,067",,,
41020,Logan Square,6/1/2006,"5,352.90","3,242.50","2,205.80","139,557",,,
40570,California/Milwaukee,6/1/2006,"3,495.90","2,097","1,338.80","90,652",,,
40670,Western/Milwaukee,6/1/2006,"4,042.30","2,049.50","1,375.80","102,631",,,
40590,Damen/Milwaukee,6/1/2006,"5,009.80","3,164","2,245.50","131,853",,,
40320,Division/Milwaukee,6/1/2006,"4,728.40","2,525.80","1,775.50","121,230",,,
41410,Chicago/Milwaukee,6/1/2006,"2,863.80","1,388.30",969.8,"72,436",,,
40490,Grand/Milwaukee,6/1/2006,"1,655.50",800.3,531.3,"41,746",,,
40370,Washington/Dearborn,6/1/2006,"9,602.30","3,917.80","2,409.50","236,559",,,
40790,Monroe/Dearborn,6/1/2006,"6,133.50","1,855.30","1,204.50","147,177",,,
40070,Jackson/Dearborn,6/1/2006,"6,665.60","2,832.80","1,841.50","165,341",,,
41340,LaSalle,6/1/2006,"2,613.20",850.5,633.5,"63,426",,,
40430,Clinton-Forest Park,6/1/2006,"3,085","1,026",892.8,"75,545",,,
40350,UIC-Halsted,6/1/2006,"3,693","1,380.80",959,"90,604",,,
40470,Racine,6/1/2006,"2,024.10","1,143.80",710,"51,945",,,
40810,Medical Center,6/1/2006,"2,271.90",819,601.8,"55,665",,,
40220,Western-Forest Park,6/1/2006,"1,091.70",679.3,514,"28,790",,,
40250,Kedzie-Homan-Forest Park,6/1/2006,"1,542.90",896.3,696,"40,312",,,
40920,Pulaski-Forest Park,6/1/2006,"1,344.80",966.8,730.5,"36,374",,,
40970,Cicero-Forest Park,6/1/2006,"1,078.20",720.3,492.8,"28,572",,,
40010,Austin-Forest Park,6/1/2006,"1,691.10",761.5,552.5,"42,461",,,
40180,Oak Park-Forest Park,6/1/2006,"1,652.10",628,442,"40,626",,,
40980,Harlem-Forest Park,6/1/2006,946.5,527,357,"24,360",,,
40390,Forest Park,6/1/2006,"3,919.50","1,771.30","1,286","98,458",,,
41030,Polk,6/1/2006,"3,062.20",750.8,431.8,"72,098",,,
40830,18th,6/1/2006,"1,172.80",753.8,501,"30,820",,,
40210,Damen-Cermak,6/1/2006,956.8,462.5,329,"24,216",,,
40740,Western-Cermak,6/1/2006,838,432.5,309.3,"21,404",,,
40440,California-Cermak,6/1/2006,"1,044",484.3,350.5,"26,307",,,
41040,Kedzie-Cermak,6/1/2006,616.5,369.5,277.3,"16,151",,,
40780,Central Park,6/1/2006,759.5,388.8,294.3,"19,441",,,
40150,Pulaski-Cermak,6/1/2006,769.6,444.3,315.8,"19,971",,,
40600,Kostner,6/1/2006,346,165.3,125.5,"8,776",,,
40420,Cicero-Cermak,6/1/2006,"1,020.20",608.3,433,"26,610",,,
40580,54th/Cermak,6/1/2006,"2,058.10",921.3,668,"51,635",,,
40020,Harlem-Lake,6/1/2006,"3,700.90","2,177.30","1,481.30","96,054",,,
41350,Oak Park-Lake,6/1/2006,"1,654.20",941.3,660.8,"42,801",,,
40610,Ridgeland,6/1/2006,"1,479.30",582.3,379.3,"36,390",,,
41260,Austin-Lake,6/1/2006,"2,070.20","1,131",788.3,"53,221",,,
40280,Central-Lake,6/1/2006,"2,302.90","1,480.80","1,016","60,651",,,
40700,Laramie,6/1/2006,"1,449.80",907.3,666,"38,188",,,
40480,Cicero-Lake,6/1/2006,"1,377.50",875.5,644.3,"36,385",,,
40030,Pulaski-Lake,6/1/2006,"1,591.30","1,039.80",727.5,"42,077",,,
41670,Conservatory,6/1/2006,770.5,468,329.8,"20,143",,,
41070,Kedzie-Lake,6/1/2006,"1,265.10",794.5,581,"33,335",,,
41360,California-Lake,6/1/2006,"1,002",539,393.8,"25,776",,,
40170,Ashland-Lake,6/1/2006,"1,933.60","1,300.30",929,"51,456",,,
41160,Clinton-Lake,6/1/2006,"2,788",798.8,584.8,"66,871",,,
41120,35-Bronzeville-IIT,6/1/2006,"2,313","1,505.50","1,025.50","61,010",,,
40300,Indiana,6/1/2006,716.9,376.8,317.3,"18,548",,,
41270,43rd,6/1/2006,988.9,481.8,343,"25,054",,,
41080,47th-South Elevated,6/1/2006,"1,381.90",836.5,530,"35,867",,,
40130,51st,6/1/2006,"1,114.30",659.5,467.5,"29,023",,,
40510,Garfield-South Elevated,6/1/2006,"1,548.70",925,643,"40,344",,,
41140,King Drive,6/1/2006,756.4,471.3,309.8,"19,765",,,
40720,East 63rd-Cottage Grove,6/1/2006,"1,440",847.3,596.3,"37,453",,,
40940,Halsted/63rd,6/1/2006,711.1,424,302.5,"18,551",,,
40290,Ashland/63rd,6/1/2006,"2,003.80","1,126",858,"52,019",,,
41290,Kimball,6/1/2006,"4,254.70","1,814.80","1,314.30","106,119",,,
41180,Kedzie-Brown,6/1/2006,0,0,0,0,,,
40870,Francisco,6/1/2006,"1,561",494,325,"37,617",,,
41010,Rockwell,6/1/2006,0,0,0,0,,,
41480,Western-Brown,6/1/2006,"4,191.20","3,158.30","2,263.30","113,892",,,
40090,Damen-Brown,6/1/2006,"1,931.30","1,428.30",800.3,"51,403",,,
41500,Montrose-Brown,6/1/2006,"2,190.90","1,244.30",825.8,"56,480",,,
41460,Irving Park-Brown,6/1/2006,"2,423.30","1,392.30",962.3,"62,731",,,
41440,Addison-Brown,6/1/2006,"1,936.10",984.3,599.5,"48,929",,,
41310,Paulina,6/1/2006,"2,193.40","1,305.50",801.5,"56,683",,,
40360,Southport,6/1/2006,"2,947.60","1,620.50","1,093.30","75,703",,,
41210,Wellington,6/1/2006,"2,594.20",950.8,809.8,"64,115",,,
40530,Diversey,6/1/2006,"4,666.50","2,494.50","1,889.30","120,198",,,
40660,Armitage,6/1/2006,"3,713.10","1,892","1,201.30","94,061",,,
40800,Sedgwick,6/1/2006,"3,200","2,232.50","1,673","86,021",,,
40710,Chicago/Franklin,6/1/2006,"4,037.50","1,743","1,073","100,090",,,
40460,Merchandise Mart,6/1/2006,"5,710.70","1,233.50",736.5,"133,516",,,
40930,Midway Airport,6/1/2006,"9,797.80","4,665.80","4,670.80","252,898",,,
40960,Pulaski-Orange,6/1/2006,"5,185.60","2,120.50","1,344","127,941",,,
41150,Kedzie-Midway,6/1/2006,"3,204.60","1,476.30",928,"80,118",,,
40310,Western-Orange,6/1/2006,"3,611.40","1,617","1,129.30","90,435",,,
40120,35th/Archer,6/1/2006,"2,676.40","1,160.80",781.8,"66,651",,,
41060,Ashland-Orange,6/1/2006,"1,428.90",767.8,541.8,"36,674",,,
41130,Halsted-Orange,6/1/2006,"2,524.70","1,104.50",782.5,"63,091",,,
40730,Washington/Wells,6/1/2006,"7,244",990,658.8,"165,962",,,
40040,Quincy/Wells,6/1/2006,"7,205.20","1,253.80","1,068","167,802",,,
40160,LaSalle/Van Buren,6/1/2006,"3,031.20",401.3,318.8,"69,567",,,
40850,Library,6/1/2006,"2,388.60","1,088",763.3,"59,955",,,
40680,Adams/Wabash,6/1/2006,"7,324.40","3,137","2,196","182,468",,,
40640,Madison/Wabash,6/1/2006,"5,665.90","2,952.50","1,758.30","143,493",,,
40200,Randolph/Wabash,6/1/2006,"6,229.30","3,199","1,942.80","157,612",,,
40260,State/Lake,6/1/2006,"8,022.10","4,393.30","3,469.50","207,937",,,
40380,Clark/Lake,6/1/2006,"17,665.20","4,017.80","3,326.30","418,010",,,
40900,Howard,7/1/2006,"6,221.10","4,760.60","3,576.80","169,685",,,
41190,Jarvis,7/1/2006,"1,300.80","1,103.80",813.3,"36,414",,,
40100,Morse,7/1/2006,"3,832.30","2,916.40","2,259.70","104,786",,,
41300,Loyola,7/1/2006,"4,315.20","3,450.60","2,566","118,953",,,
40760,Granville,7/1/2006,"3,387.70","2,753.80","2,092.50","94,078",,,
40880,Thorndale,7/1/2006,"2,632.90","2,032.40","1,525.20","71,970",,,
41380,Bryn Mawr,7/1/2006,"4,472.90","3,430","2,542.80","121,864",,,
40340,Berwyn,7/1/2006,"3,300.10","2,771.40","1,990","91,798",,,
41200,Argyle,7/1/2006,"2,557.10","2,095","1,636.20","71,433",,,
40770,Lawrence,7/1/2006,"3,102.60","2,387.80","1,916.20","85,488",,,
40540,Wilson,7/1/2006,"5,012.60","3,628.20","2,459.30","133,148",,,
40080,Sheridan,7/1/2006,"4,652.30","3,768.60","2,747.20","128,372",,,
41420,Addison-North Main,7/1/2006,"8,827.40","12,077.60","8,338","286,964",,,
41320,Belmont-North Main,7/1/2006,"10,793.70","10,611","7,471.50","313,758",,,
41220,Fullerton,7/1/2006,"9,334.50","7,596.80","5,477.30","257,538",,,
40650,North/Clybourn,7/1/2006,"4,339.90","4,055.20","2,969.20","124,889",,,
40630,Clark/Division,7/1/2006,"7,382.50","6,924.80","5,304.80","214,103",,,
41450,Chicago/State,7/1/2006,"15,093.60","13,327.60","9,631.20","426,297",,,
40330,Grand/State,7/1/2006,"12,097.20","11,760.60","9,431.80","357,337",,,
41660,Lake/State,7/1/2006,"12,528.50","7,972.60","5,780.50","325,116",,,
40500,Washington/State,7/1/2006,"9,437.80","5,057","3,360.80","234,206",,,
41090,Monroe/State,7/1/2006,"7,610.90","4,373","3,161.70","193,053",,,
40560,Jackson/State,7/1/2006,"10,982.20","6,780.40","5,546","286,821",,,
41490,Harrison,7/1/2006,"2,869.20","2,819.40","2,123.70","84,222",,,
41400,Roosevelt,7/1/2006,"8,758","7,644.60","6,402.30","251,797",,,
41000,Cermak-Chinatown,7/1/2006,"4,127.20","3,898.60","3,496","123,013",,,
40190,Sox-35th-Dan Ryan,7/1/2006,"5,185.50","4,466.60","4,084.20","150,548",,,
41230,47th-Dan Ryan,7/1/2006,"2,688","1,966.20","1,515.20","72,682",,,
41170,Garfield-Dan Ryan,7/1/2006,"3,906.30","2,905.60","2,192","105,805",,,
40910,63rd-Dan Ryan,7/1/2006,"2,950.60","2,180.20","1,826.30","80,871",,,
40990,69th,7/1/2006,"5,850","4,222.80","3,172.50","157,149",,,
40240,79th,7/1/2006,"7,650.90","5,361.80","4,129.20","204,601",,,
41430,87th,7/1/2006,"4,773","3,150.80","2,273.20","124,852",,,
40450,95th/Dan Ryan,7/1/2006,"13,710.70","8,394.80","6,599.20","355,782",,,
41050,Linden,7/1/2006,"1,258.60","1,075.40",731.8,"34,939",,,
41250,Central-Evanston,7/1/2006,951,409.6,371.3,"23,295",,,
40400,Noyes,7/1/2006,688.6,388,308.3,"17,562",,,
40520,Foster,7/1/2006,761,463.6,294.7,"19,305",,,
40050,Davis,7/1/2006,"3,903.70","2,818.60","1,890.50","103,509",,,
40690,Dempster,7/1/2006,809.8,629,458.8,"22,094",,,
40270,Main,7/1/2006,"1,200.10",798.8,534.3,"31,201",,,
40840,South Boulevard,7/1/2006,800.7,429.2,285.2,"19,870",,,
40140,Skokie,7/1/2006,"2,514.80",297.4,286.3,"53,501",,,
40890,O'Hare Airport,7/1/2006,"10,564.40","8,672","9,078.30","309,117",,,
40820,Rosemont,7/1/2006,"5,909.40","4,062.40","2,726.80","154,861",,,
40230,Cumberland,7/1/2006,"6,172.80","4,147","2,969.70","162,008",,,
40750,Harlem-O'Hare,7/1/2006,"2,969.50","1,622.20","1,075.20","73,952",,,
41280,Jefferson Park,7/1/2006,"6,552.10","3,578.60","2,663.50","164,916",,,
41330,Montrose-O'Hare,7/1/2006,"1,952.70","1,001.60",735.7,"48,475",,,
40550,Irving Park-O'Hare,7/1/2006,"4,189.80","2,302.20","1,719.30","105,623",,,
41240,Addison-O'Hare,7/1/2006,"2,635.50","1,445.40","1,110.80","66,602",,,
40060,Belmont-O'Hare,7/1/2006,"4,736.40","3,025","2,337.30","123,876",,,
41020,Logan Square,7/1/2006,"5,200.10","3,260.80","2,390.30","134,648",,,
40570,California/Milwaukee,7/1/2006,"3,375.60","2,057.80","1,489.50","86,737",,,
40670,Western/Milwaukee,7/1/2006,"3,905.90","2,085.80","1,543.80","97,809",,,
40590,Damen/Milwaukee,7/1/2006,"4,951.40","3,511.80","2,600.70","132,190",,,
40320,Division/Milwaukee,7/1/2006,"4,463.20","2,541.20","1,847.80","113,056",,,
41410,Chicago/Milwaukee,7/1/2006,"2,767.60","1,480.60","1,108","69,403",,,
40490,Grand/Milwaukee,7/1/2006,"1,629.20",888.2,676.8,"41,085",,,
40370,Washington/Dearborn,7/1/2006,"8,660.80","3,947.40","2,862","210,124",,,
40790,Monroe/Dearborn,7/1/2006,"5,824.70","2,172.20","1,733.70","137,756",,,
40070,Jackson/Dearborn,7/1/2006,"6,582.50","3,742.80","3,441.70","171,013",,,
41340,LaSalle,7/1/2006,"2,290.20",800.2,686.8,"53,925",,,
40430,Clinton-Forest Park,7/1/2006,"2,741.70","1,103.40",921,"65,876",,,
40350,UIC-Halsted,7/1/2006,"3,331.10","1,283.80",991.5,"78,989",,,
40470,Racine,7/1/2006,"1,570.30","1,019",699.7,"40,699",,,
40810,Medical Center,7/1/2006,"2,390.70",950.8,669,"56,582",,,
40220,Western-Forest Park,7/1/2006,"1,092",760.6,570.3,"29,065",,,
40250,Kedzie-Homan-Forest Park,7/1/2006,"1,607.40","1,005.20",793.2,"41,933",,,
40920,Pulaski-Forest Park,7/1/2006,"1,356.80","1,008.80",823.2,"37,119",,,
40970,Cicero-Forest Park,7/1/2006,"1,059.40",736.8,594.3,"28,437",,,
40010,Austin-Forest Park,7/1/2006,"1,670",871,694.8,"41,924",,,
40180,Oak Park-Forest Park,7/1/2006,"1,625.60",763.2,541.7,"39,577",,,
40980,Harlem-Forest Park,7/1/2006,947.4,595.8,423,"24,464",,,
40390,Forest Park,7/1/2006,"3,965.50","2,237.40","1,640.30","100,338",,,
41030,Polk,7/1/2006,"2,924.20",740.2,514.2,"65,269",,,
40830,18th,7/1/2006,"1,202",747,535.5,"30,988",,,
40210,Damen-Cermak,7/1/2006,965.4,502.2,365.8,"24,014",,,
40740,Western-Cermak,7/1/2006,814.7,454,328.2,"20,532",,,
40440,California-Cermak,7/1/2006,"1,042.60",521.6,400.8,"25,864",,,
41040,Kedzie-Cermak,7/1/2006,602.6,368.4,263.2,"15,472",,,
40780,Central Park,7/1/2006,731.3,444.6,312.7,"18,724",,,
40150,Pulaski-Cermak,7/1/2006,783.3,490.2,358.5,"20,267",,,
40600,Kostner,7/1/2006,346.5,179.6,142.8,"8,685",,,
40420,Cicero-Cermak,7/1/2006,996.7,630.6,504.5,"26,114",,,
40580,54th/Cermak,7/1/2006,"1,980.60","1,045.80",778.8,"49,514",,,
40020,Harlem-Lake,7/1/2006,"3,878.20","2,473","1,585.80","99,444",,,
